HOME_PLAN_ID_CD|BHI_PROV_ID|PROVIDER_ID|ALT_PROV_ID|CON_PROV_ID|PROV_SPCLT_CD|PLAN_PROV_SPCLT_CD|CMS_SPCLT_CD|PROV_TYPE|PROV_NET_IND|OOA_IND|PROV_ORG_NM|PROV_NM_LAST|PROV_NM_FIRST|PROV_STREET1|PROV_STREET2|PROV_CITY|PROV_COUNTY_CD|PROV_STATE|PROV_ZIP|PROV_PHONE|PROV_EMAIL|PROV_NPI|PROV_DEA|SEG1_ID|SEG2_ID|SEG3_ID|SEG4_ID|SEG5_ID|SEG6_ID|SEG7_ID|SEG8_ID|SEG9_ID|SEG10_ID|PROV_ARRANGEMENT_ID_1|PROV_ARRANGEMENT_NM_1|PROV_ARRANGEMENT_TYPE_CD_1|PROV_ARRANGEMENT_START_DT_1|PROV_ARRANGEMENT_END_DT_1|PROV_ARRANGEMENT_ID_2|PROV_ARRANGEMENT_NM_2|PROV_ARRANGEMENT_TYPE_CD_2|PROV_ARRANGEMENT_START_DT_2|PROV_ARRANGEMENT_END_DT_2|PROV_TAXONOMY_CD|MEDICARE_PROV_ID
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||O'DONNELL|PHILIP|104 SELMA DR||WINCHESTER|NE109|VA|22601||starsmerchant1885@yahoo.com|1871596924||||||||||||||||||||||94451LBBQD|
259|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||SHALABY|MOHAMED|PO BOX 58106||WEBSTER|AR007|TX|77598||page1852@example.com|1700889961||||||||||||||||||||||32640GCZXQ|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||HASNAIN|WIRASAT|KING ABDULAZIZ MEDICAL CITY P.O.BOX 9515||JEDDAH|NE153|MA|21423||galleries1895@example.org|1679574891||||||||||||||||||||||17248JTCSR|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||QALBANI|FAHIMA|612 N SIOUX POINT RD||DAKOTA DUNES|AR007|SD|57049||hull1821@protonmail.com|1629071881||||||||||||||||||||||12041WHKQE|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||LEFLER|LEE|2500 NORTH STATE STREET||JACKSON|AR007|MS|39216||counsel2065@example.com|1902801384||||||||||||||||||||||86967PGDJF|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||ABRAHAM|NADIA|8200 DODGE ST||OMAHA|AR119|NE|68114||smell1850@outlook.com|1801899067||||||||||||||||||||||31686CCTHI|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||ANGLIN|EDWARD|1455 E BERT KOUNS LOOP||SHREVEPORT|NE109|LA|71105||door1847@live.com|1811991714||||||||||||||||||||||92749PCLBI|
170|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||ALDANA|ALVARO|3686 GRANDVIEW PKWY||BIRMINGHAM|LA071|AL|35243||end1931@example.org|1295739274||||||||||||||||||||||10093HUEER|
471|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||DOWDEN|JOSEPH|1253 COLLEGE PARK DR||DOVER|AR007|DE|19904||carbon1804@outlook.com|1215930649||||||||||||||||||||||90740FGDXN|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||ROTH|WILLIAM|446 TAMIAMI TRL S||VENICE|NE055|FL|34285||garcia1889@example.org|1124027362||||||||||||||||||||||77226CDLOC|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||MYERS|JANA|7001 SW 87TH AVE||MIAMI|AR045|FL|33173||loves1985@outlook.com|1174526362||||||||||||||||||||||12991NTTAS|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||BACHTEL|MICHELLE|PO BOX 11396||BELFAST|PA003|ME|49154||dec1858@outlook.com|1205839222||||||||||||||||||||||40061KGLGP|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||BUTLER|THOMAS|6501 PEAKE RD||MACON|AR143|GA|31210||ferry2045@example.org|1942206636||||||||||||||||||||||14034LDQSV|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||CHILCOTE|WAYNE|123 PRIMROSE LN||HAMILTON|NE153|MT|59840||monroe1885@yandex.com|1508861840||||||||||||||||||||||56186JKCFE|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||BECKENBAUGH|JEFFREY|5803 NEAL AVE N||OAK PARK HEIGHTS|AR143|MN|55082||incentives1931@duck.com|1407850340||||||||||||||||||||||11087RQVUD|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||MOORE|JAMES|1919 W. CORONET AVENUE||ANAHEIM|NE109|CA|92801||charity1865@gmail.com|1356344386||||||||||||||||||||||03258ZHYFL|
20|207RG0300X|207RG0300X|207RG0300X|207RG0300X||||PROVIDER||O||YAMAMOTO|JOSHUA|3301 NEW MEXICO AVE NW||WASHINGTON|AR007|DC|20016||physical1878@duck.com|1639172174||||||||||||||||||||||03543HQBJI|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||STRNAD|BRADLEY|7221 ENGLE RD STE 220||FORT WAYNE|AR007|IN|46804||ware1903@example.com|1548263726||||||||||||||||||||||38833XHFOZ|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||BOWENS|CHRISTOPHER|1400 PEOPLES PLZ STE 111||NEWARK|AR143|DE|19702||memphis1876@duck.com|1487657102||||||||||||||||||||||78292WGIBC|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||PILCHER|WILLIAM|1824 KING STREET||JACKSONVILLE|AR031|FL|32204||attention1823@protonmail.com|1588667638||||||||||||||||||||||29180SRMCE|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||ALTURA|RACHEL|593 EDDY ST||PROVIDENCE|NE055|RI|29034||manga1936@yahoo.com|1215933908||||||||||||||||||||||38840MXJSN|
259|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||CURTIN|KENNETH|233 NE 102ND AVE||PORTLAND|NE109|OR|97220||instruction1962@duck.com|1568466548||||||||||||||||||||||88277HWJFF|
20|207R00000X|207R00000X|207R00000X|207R00000X||||PROVIDER||O||LIPTAKOVA|HELENA|PO BOX 593||WHITE SULPHUR SPRINGS|NE109|WV|24986||dentists1839@outlook.com|1104820802||||||||||||||||||||||19317RFTQP|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||MARTINEZ|ROBERTO|2020 PALOMINO LN STE 100||LAS VEGAS|LA071|NV|89106||surprised1904@example.org|1346245362||||||||||||||||||||||23410EDXNC|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||ABASKARON|MAGDY|PO BOX 21249||LOUISVILLE|LA071|KY|40221||overseas1834@protonmail.com|1548264062||||||||||||||||||||||69172RKDIS|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||BOYER|MICHAEL|295 CHIPETA WAY||SALT LAKE CITY|AR143|UT|84108||garage1821@live.com|1598763112||||||||||||||||||||||46108WDZBO|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||SMART|STEVEN|2650 RIDGE AVE||EVANSTON|NE153|IL|60201||online1866@example.com|1669476545||||||||||||||||||||||11840OGNJH|
259|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||THOMSON|VICKI|7380 FRANCE AVE S||EDINA|AR119|MN|55435||danger2098@live.com|1316940778||||||||||||||||||||||98580XTAVF|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||FOCHIOS|DEAN|1836 SOUTH AVE||LA CROSSE|AR069|WI|54601||guatemala1854@gmail.com|1801899935||||||||||||||||||||||28560XEKGR|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||ROBINSON|ALMA|1111 N CHARLES ST||BALTIMORE|AR069|MD|21201||bureau1836@live.com|1609879428||||||||||||||||||||||35623QQXGE|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||HUGHES|LINDA|PO BOX 577||CIRCLE PINES|AR007|MN|55014||literacy1940@example.com|1801899042||||||||||||||||||||||34752FMPDH|
170|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||ALVAREZ|LUIS|PO BOX 35100||BILLINGS|AR069|MT|59107||config1832@protonmail.com|1417951922||||||||||||||||||||||86370BDHSV|
170|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||WESOLOW|GRACE|233 BROOKFIELD DR||JACKSON|LA017|NJ|85273||gives2051@yandex.com|1538165923||||||||||||||||||||||86936OWOER|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||VOGEL|SARALYN|100 N ACADEMY AVE||DANVILLE|PA003|PA|17822||authorities1847@duck.com|1306849591||||||||||||||||||||||16968UTTCR|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||HOWAR|JOHN|PO BOX 587||TWIN FALLS|AR031|ID|83303||moore1888@yandex.com|1316940125||||||||||||||||||||||16933LPIBL|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||MARQUES DIAZ|BERNARDO|310 LOMAS VERDES AVE. SUITE 208||SAN JUAN|AR045|PR|92766||critics2070@live.com|1013910231||||||||||||||||||||||34799RRQVC|
259|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||BARNES|KARIN|PO BOX 801143||KANSAS CITY|AR007|MO|64180||toe2073@gmail.com|1386647055||||||||||||||||||||||34373MHQRE|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||GORDON|JEFFERY|127 CRESTVIEW PARK DR||DICKSON|AR119|TN|37055||recently1815@outlook.com|1770586919||||||||||||||||||||||41432PAYNW|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||SHAIKH|JAWAD|1 OXFORD RD||NEW HARTFORD|NE153|NY|13413||powerful1978@live.com|1093718140||||||||||||||||||||||00592IFNHS|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||PATIL|SANJAY|6905 BURLINGTON PIKE||FLORENCE|LA033|KY|41042||train2079@outlook.com|1417950510||||||||||||||||||||||92204RICFK|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||GONZALES|LUISITO|710 N NILES AVE||SOUTH BEND|AR007|IN|46617||miles2096@duck.com|1164425997||||||||||||||||||||||71961XFTII|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||EIGLES|STEPHEN|PO BOX 50095||SEATTLE|NE109|WA|98145||earn1902@protonmail.com|1619970787||||||||||||||||||||||88750RPTTI|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||ATLAS|ELISSA|5819 HIGHWAY 6||MISSOURI CITY|LA017|TX|77459||subdivision2060@example.org|1558364703||||||||||||||||||||||92721QLKVZ|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||WEISS|KENNETH|6077 PRIMACY PKWY STE 140||MEMPHIS|AR143|TN|38119||highest1976@example.org|1700889730||||||||||||||||||||||95521PKTAD|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||ROTHEN|ROBERTA|13 WESTERN MARYLAND PKWY||HAGERSTOWN|LA071|MD|21740||racing1917@duck.com|1063415289||||||||||||||||||||||67282MJWTJ|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||PERELSON|GLENN|PO BOX 606||SPRING VALLEY|LA033|CA|91976||girl2009@live.com|1972506970||||||||||||||||||||||16883KWSFL|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||DIMARZIO|DANTE|1600 E HIGH ST||POTTSTOWN|LA071|PA|19464||reg2081@gmail.com|1518967314||||||||||||||||||||||99553ZALNO|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||SMITH|PETER|PO BOX 17288||JERSEY CITY|AR007|NJ|73077||firewall1937@yahoo.com|1861497224||||||||||||||||||||||16707STCIL|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||TOOZE|STEVEN|211 EXECUTIVE DR STE 11||NEWARK|NE055|DE|19702||hydrogen1985@yahoo.com|1427051226||||||||||||||||||||||78595APCEV|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||MYHRE|MICHAEL|PO BOX 9589||BOISE|NE109|ID|83707||watch1851@gmail.com|1821093527||||||||||||||||||||||11710INMKY|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||FAWCETT|KENNEDY|1515 WILSON AVE||AMES|LA071|IA|50010||usb2041@live.com|1124021464||||||||||||||||||||||84833IWAKT|
471|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||ALLMENDINGER|PHILIP|85 SEYMOUR ST||HARTFORD|LA033|CT|61065||assistant1818@outlook.com|1861492241||||||||||||||||||||||65950SPMTC|
170|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||PAPAS-CORDEN|PAMELA|545 VALLEY VIEW DR||MOLINE|AR143|IL|61265||sticker1875@duck.com|1659372555||||||||||||||||||||||50158BONHS|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||THORREZ|DAVID|2900 PACKARD RD STE 1||YPSILANTI|NE055|MI|48197||crown1941@example.org|1558364562||||||||||||||||||||||44550UKPQI|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||WILLIAMS|DUANE|300 N COLLEGE ST||GREENVILLE|PA003|AL|36037||undefined1836@duck.com|1740284611||||||||||||||||||||||32729VKQLA|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||BUJOI|MIHAELA|502 ELM ST NE||ALBUQUERQUE|AR143|NM|87102||prague1969@example.org|1164424214||||||||||||||||||||||68553LNOUI|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||FISHER|MARK|801 BROADWAY N||FARGO|NE153|ND|58102||tooth1955@outlook.com|1528062924||||||||||||||||||||||77855OZXTS|
259|207YS0123X|207YS0123X|207YS0123X|207YS0123X||||GROUP||I||HELSETH|PETER|2910 CENTRE POINTE DR||ROSEVILLE|AR143|MN|55113||scsi2086@yahoo.com|1205828308||||||||||||||||||||||75335UMQAE|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||GUTIERREZ|MATTHEW|246 PLEASANT STREET MEMORIAL BUILDING, WEST, GROUND FLO||CONCORD|AR007|NH|33012||parish2077@yandex.com|1508860552||||||||||||||||||||||22634GACDM|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||REYNOLDS|FLETCHER|14601 HOPE CENTER LOOP||FORT MYERS|LA017|FL|33912||midnight1826@gmail.com|1235132465||||||||||||||||||||||56161RVSUC|
170|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||PETRASKO|MARIAN|PO BOX 91407||SIOUX FALLS|AR007|SD|57109||strategies1903@protonmail.com|1881699965||||||||||||||||||||||32096EGRMQ|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||WIEBE|DAVID|PO BOX 2168||KEARNEY|AR069|NE|68848||satisfaction1873@example.org|1679576722||||||||||||||||||||||63409FSLNA|
20|208G00000X|208G00000X|208G00000X|208G00000X||||PROVIDER||O||BAUER|ELIZABETH|PO BOX 5074||SIOUX FALLS|AR119|SD|57117||mom1825@example.org|1124024153||||||||||||||||||||||47142CEYPQ|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||GILLUM|PAUL|2413 PALMER CIR||NORMAN|AR031|OK|73069||shortcuts1828@yahoo.com|1982602025||||||||||||||||||||||40960BRXHB|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||ABBOUD|JOHN|4508 38TH ST STE 157||COLUMBUS|AR069|NE|68601||respondent1904@protonmail.com|1417957416||||||||||||||||||||||27164DLVVB|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||BALL|JOHN|300 CARSON ST||JONESBORO|AR007|AR|72401||necklace1839@example.com|1225036924||||||||||||||||||||||61921JBQOM|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||MATTHEWS|JOHN|701 N CLAYTON ST||WILMINGTON|LA017|DE|19805||contrary1989@duck.com|1275533234||||||||||||||||||||||11144CWLEJ|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||MYHRE|MICHAEL|PO BOX 9589||BOISE|AR069|ID|83707||nylon1906@gmail.com|1821093527||||||||||||||||||||||84894TXEVA|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||SHAIKH|JAWAD|1 OXFORD RD||NEW HARTFORD|LA071|NY|13413||marking1870@example.org|1093718140||||||||||||||||||||||77392WIWPA|
471|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||HORVATH|ANDREW|PO BOX 26666||ALBUQUERQUE|AR143|NM|87125||leadership1915@example.com|1568466464||||||||||||||||||||||30456KLEJD|
20|207R00000X|207R00000X|207R00000X|207R00000X||||GROUP||I||TOOZE|STEVEN|211 EXECUTIVE DR STE 11||NEWARK|LA071|DE|19702||telecom1916@yahoo.com|1427051226||||||||||||||||||||||88270QRAHZ|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||SHAPIRO|ADAM|PO BOX 12390||ST THOMAS|AR143|VI|80153||sierra1995@example.com|1780688606||||||||||||||||||||||33274ZQTED|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||THOMSON|VICKI|7380 FRANCE AVE S||EDINA|AR119|MN|55435||antonio1916@yandex.com|1316940778||||||||||||||||||||||71520DOGTN|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||DURGIN|HARRY|PO BOX 5378||MERIDIAN|LA071|MS|39302||herald2019@duck.com|1730182007||||||||||||||||||||||03781BMWXC|
20|207R00000X|207R00000X|207R00000X|207R00000X||||FACILITY||I||ALDANA|ALVARO|3686 GRANDVIEW PKWY||BIRMINGHAM|LA033|AL|35243||pairs2080@yahoo.com|1295739274||||||||||||||||||||||30194KQHNS|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||ILARIO|STEPHEN|2501 PORTER ST NW APT 310||WASHINGTON|AR143|DC|20008||lazy2042@example.org|1164425419||||||||||||||||||||||03051IFELM|
259|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||GORDON|JEFFERY|127 CRESTVIEW PARK DR||DICKSON|AR131|TN|37055||nine2049@outlook.com|1770586919||||||||||||||||||||||56187BGTNK|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||QURESHI|FAROOQ|715 S DOCTORS DR||CHERAW|AR143|SC|29520||compliance2041@yahoo.com|1720081375||||||||||||||||||||||15151SAUYT|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||PATEL|SUNIT|PO BOX 160||LITTLETON|LA033|NH|3561||slope1990@example.com|1629071220||||||||||||||||||||||39753XMDDD|
20|207YS0123X|207YS0123X|207YS0123X|207YS0123X||||PROVIDER||I||ABASKARON|MAGDY|PO BOX 21249||LOUISVILLE|NE055|KY|40221||graphics1992@yahoo.com|1548264062||||||||||||||||||||||85957YXXAL|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||WINELL|MARVIN|1907 PARK AVE||SOUTH PLAINFIELD|PA003|NJ|70805||memorabilia2009@gmail.com|1922001783||||||||||||||||||||||64475BTVTJ|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||SMART|STEVEN|2650 RIDGE AVE||EVANSTON|AR143|IL|60201||settlement1930@live.com|1669476545||||||||||||||||||||||63064ISUYM|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||WICKSTROM|KARL|790 GAIL GARDNER WAY||PRESCOTT|AR131|AZ|86305||clusters2097@gmail.com|1669476123||||||||||||||||||||||82064RUZIY|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||LACH-PASKO|ELZBIETA|540 LITCHFIELD ST||TORRINGTON|LA017|CT|6790||trans1953@live.com|1649270026||||||||||||||||||||||08244PQDHG|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||WHITE|SHELBY|333 S 3RD ST||DANVILLE|LA017|KY|40422||titanium1856@yahoo.com|1306849344||||||||||||||||||||||60402MMOLF|
471|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||FOCHIOS|DEAN|1836 SOUTH AVE||LA CROSSE|LA071|WI|54601||encouraged1865@yahoo.com|1801899935||||||||||||||||||||||97041FSECU|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||BARTH|KLEMENS|PO BOX 631856||BALTIMORE|AR131|MD|21263||forecast1826@yahoo.com|1780682823||||||||||||||||||||||88147ZBNNH|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||BARNES|KARIN|PO BOX 801143||KANSAS CITY|AR007|MO|64180||florence1835@duck.com|1386647055||||||||||||||||||||||11193RREQR|
170|207R00000X|207R00000X|207R00000X|207R00000X||||FACILITY||O||OH|WILLIAM|1501 W CHISHOLM ST||ALPENA|AR131|MI|49707||acdbentity1841@outlook.com|1770586117||||||||||||||||||||||27756BVZLD|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||MCCLINTON|LAWRENCE|3691 RUTGER ST||SAINT LOUIS|NE109|MO|63110||administrative1967@example.org|1427055961||||||||||||||||||||||49307XBZXS|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||ARCHER|LETHA|1875 UNIVERSITY AVE S UNIT 1||FAIRBANKS|PA003|AK|99709||empty1846@yahoo.com|1699774299||||||||||||||||||||||53875SUTXT|
259|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||GARCIA|JOHN|1631 HOSPITAL DR||SANTA FE|LA017|NM|87505||micro1937@example.org|1417950460||||||||||||||||||||||78531TQKNW|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||BUJOI|MIHAELA|502 ELM ST NE||ALBUQUERQUE|AR031|NM|87102||stomach1972@duck.com|1164424214||||||||||||||||||||||24557CVGDL|
471|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||HORVATH|ANDREW|PO BOX 26666||ALBUQUERQUE|LA071|NM|87125||emma2020@example.org|1568466464||||||||||||||||||||||14337VZOMQ|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||CURTIN|KENNETH|233 NE 102ND AVE||PORTLAND|PA003|OR|97220||lost1863@protonmail.com|1568466548||||||||||||||||||||||48600EAHFF|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||STINSON|ANITA|PO BOX 50460||CASPER|NE055|WY|82605||equipment1824@example.com|1942209200||||||||||||||||||||||23214AXDKM|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||KERRIGAN|JAMES|8591 CROSSROADS DRIVE||YOUNGSTOWN|AR143|OH|44514||ste1827@yandex.com|1679576508||||||||||||||||||||||32884FEXXF|
259|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||CALLAHAN|KEVIN|91 STILES RD||SALEM|LA071|NH|30792||collins1918@live.com|1962406249||||||||||||||||||||||69996KXTWA|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||CHENEY|RICHARD|ELM AND CARLTON ST||BUFFALO|AR007|NY|14263||water1922@yahoo.com|1184620080||||||||||||||||||||||74472FVGSM|
471|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||SHAPIRO|ADAM|PO BOX 12390||ST THOMAS|AR069|VI|80153||ultra1847@example.com|1780688606||||||||||||||||||||||38713PLYSW|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||WICKSTROM|KARL|790 GAIL GARDNER WAY||PRESCOTT|LA017|AZ|86305||institutional2064@protonmail.com|1669476123||||||||||||||||||||||79874DFHHM|
170|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||LEE|ROBERT|400 S 15TH ST||WORLAND|AR143|WY|82401||usps2076@example.org|1710985551||||||||||||||||||||||13795XUHAD|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||DUBOSE|JON|111 HOSPITAL DR||TARBORO|AR143|NC|27886||raw1990@gmail.com|1114920162||||||||||||||||||||||57410QJIGK|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||O'CONNOR|CORMAC|PSC 475||FPO|NE055|AP|96350||everywhere1987@protonmail.com|1780686360||||||||||||||||||||||27888SUTHH|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||WEBB|WILLIAM|95 S PAGOSA BLVD||PAGOSA SPRINGS|LA033|CO|81147||rip1915@gmail.com|1962406637||||||||||||||||||||||63272SGSKZ|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||ALDANA|ALVARO|3686 GRANDVIEW PKWY||BIRMINGHAM|AR143|AL|35243||introductory2041@outlook.com|1295739274||||||||||||||||||||||55561OEMJR|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||DUNSTAN|JAMES|1204 FENWICK DR||LYNCHBURG|AR131|VA|24502||ambassador2035@live.com|1750384137||||||||||||||||||||||46423VAQKY|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||O'CONNOR|CORMAC|PSC 475||FPO|AR143|AP|96350||overnight2008@live.com|1780686360||||||||||||||||||||||39266NMMLQ|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||WEBB|WILLIAM|95 S PAGOSA BLVD||PAGOSA SPRINGS|AR007|CO|81147||west1830@protonmail.com|1962406637||||||||||||||||||||||43812QJFYQ|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||PORTER|GORDON|575 N SIOUX POINT RD||DAKOTA DUNES|AR045|SD|57049||italy2034@duck.com|1366445694||||||||||||||||||||||11367BDRVO|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||ALI|ABBAS|1 MEDICAL CENTER DR||MORGANTOWN|AR007|WV|26506||notified1975@gmail.com|1801899158||||||||||||||||||||||96456QNZOY|
259|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||CHANG|THOMAS|PO BOX 418283||BOSTON|NE153|MA|22418||shipping2000@protonmail.com|1689672743||||||||||||||||||||||47732RKZMB|
471|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||HAYASHI|GRANT|1350 STARDUST ST||RENO|AR045|NV|89503||blog1858@duck.com|1962405290||||||||||||||||||||||07245OTVFL|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||ATTIG|ELIZABETH|6080 N LA CHOLLA BLVD # 200||TUCSON|LA017|AZ|85741||blah1983@yahoo.com|1548263783||||||||||||||||||||||46534UKFPE|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||RIVERA MORILLO|PEDRO|AVE. LUIS MUNOZ MARIN A 8||CAGUAS|PA003|PU|726||shark1887@duck.com|1902800691||||||||||||||||||||||79653QUIAX|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||WEBB|WILLIAM|95 S PAGOSA BLVD||PAGOSA SPRINGS|AR007|CO|81147||editor1872@yahoo.com|1962406637||||||||||||||||||||||85106NGMBA|
